A_cao,A_fru,A_mlk,A_plm,I_min,I_ngt,I_oil,B_alt,B_rfl,B_fer,C_bsl,C_fra,C_pas,C_sze,D_adt,D_old,D_ygr,E_hgr,E_ilt,E_pri,E_sec,G_chf,G_chm,G_pof,G_pom,H_lar,H_med,H_sma,L_kcw,L_oth,L_spa,L_wao,W_agr,W_ind,W_ser,deforestation_quantile,x,y
0.777777777777778,0.444444444444444,0.444444444444444,0.444444444444444,0.877122319115866,-0.29067525267601,0.971277237410497,392.473767526006,3697.29715061058,3,27.1666666666667,1.08622156376401,94.8387096774194,115887.772925764,0.012993302196264,0.006327835377306,0.011081703938544,0.000607889145613,0.003423896618187,0.013823872432113,0.011190948076546,0.001631442108192,0.009928351268172,0.014479337260127,0.015923503786325,0.002508830279112,0.002903938293457,-7.8031676821e-05,0.028174167498946,-0.001132797216997,0.054488103836775,0.000428441766417,8.2222744823e-05,0.000192225488718,0.000428441766417,3,254400.413557034,-2895.59303188466
0.666666666666667,0.444444444444444,0.444444444444444,0.444444444444444,0.88000557962025,-0.29067525267601,0.954680467963949,391.825528007346,3671.87281910009,3,31.6582278481013,1.1009667867964,90.7837837837838,202806.818181818,0.012993302196264,0.006327835377306,0.011081703938544,0.000607889145613,0.003423896618187,0.013823872432113,0.011190948076546,0.001631442108192,0.009928351268172,0.014479337260127,0.015923503786325,0.002508830279112,0.002903938293457,-7.8031676821e-05,0.028174167498946,-0.001132797216997,0.054488103836775,0.000415663671447,8.2222744823e-05,0.000192225488718,0.000415663671447,4,256397.460010466,-2895.49737531533
0.555555555555556,0.444444444444444,0.444444444444444,0.444444444444444,0.878941131450374,-0.29067525267601,0.936489504980992,397.87539574853,3656.42288557214,2,29.1186440677966,1.06025955702532,90.8516483516484,46217.6470588235,0.013392735272646,0.00652236212045,0.01142237149179,0.000626576540526,0.003529152134433,0.01424883492291,0.011534973978996,0.001681594876572,0.01023356243968,0.014924451708794,0.016413016244769,0.002585955895483,0.002993209753186,-8.0430530943e-05,0.029040280729532,-0.001167621114291,0.056163147091866,0.000428441766417,8.475035429e-05,0.000198134774109,0.000428441766417,3,258394.440491416,-2895.40172304605
0.555555555555556,0.444444444444444,0.444444444444444,0.444444444444444,0.873169608349388,-0.29067525267601,0.917692731368211,390.416207529844,3643.94077134986,2,20.28,1.09237083807814,89.9685863874346,46082.7411167513,0.016081623733044,0.004732216708362,0.011620867997408,0.002710476517677,-0.00036867056042,0.002224430441856,0.032192464917898,0.001737093785778,0.011177223175764,0.013432938605547,0.019001770764589,-0.004604501649737,-0.000479064881802,0.004743333440274,0.037187092006207,-0.001909277867526,0.070112764835358,0.0,0.030088771134615,-0.003436699975282,-0.000233973783907,3,260391.355002844,-2895.30607506766
0.666666666666667,0.444444444444444,0.444444444444444,0.444444444444444,0.864612174014745,-0.29067525267601,0.898610178879916,374.075983717775,3626.72908186341,2,29.531914893617,1.05681324143742,80.2650602409639,16555.8139534884,0.016081623733044,0.004732216708362,0.011620867997408,0.002710476517677,-0.00036867056042,0.002224430441856,0.032192464917898,0.001737093785778,0.011177223175764,0.013432938605547,0.019001770764589,-0.004604501649737,-0.000479064881802,0.004743333440274,0.037187092006207,-0.001909277867526,0.070112764835358,0.0,0.030088771134615,-0.003436699975282,-0.000233973783907,2,262388.203547708,-2895.21043136927
0.555555555555556,0.444444444444444,0.444444444444444,0.444444444444444,0.854897026733612,-0.29067525267601,0.87937183427127,361.830808080808,3614.13774104683,2,35.8333333333333,1.11163449287415,70.962962962963,26100.0,0.016081623733044,0.004732216708362,0.011620867997408,0.002710476517677,-0.00036867056042,0.002224430441856,0.032192464917898,0.001737093785778,0.011177223175764,0.013432938605547,0.019001770764589,-0.004604501649737,-0.000479064881802,0.004743333440274,0.037187092006207,-0.001909277867526,0.070112764835358,0.0,0.030088771134615,-0.003436699975282,-0.000233973783907,1,264384.986128956,-2895.11479194166
0.555555555555556,0.444444444444444,0.444444444444444,0.444444444444444,0.842134439918235,-0.29067525267601,0.86003964651095,352.021031207598,3600.08186341022,2,67.4814814814815,1.05423156957369,70.8260869565217,13986.4864864865,0.054563656449318,0.043847978115082,0.035312660038471,0.001976787578315,0.007637635339051,0.078172765672207,0.043578460812569,0.011006826534867,0.039086382836103,0.050183393061161,0.087045110762119,0.008738895878196,0.011703552678227,0.002583325374871,-0.010308526456356,0.00334703642875,0.156836584210396,0.0,-0.004244193434715,0.003571719396859,0.004492603242397,2,266381.70274953,-2895.0191567746
0.444444444444444,0.333333333333333,0.444444444444444,0.444444444444444,0.824339529383757,-0.29067525267601,0.84742208550398,343.402201920825,3600.90325603186,3,44.0964912280702,1.07940061562726,61.3282442748092,39985.7142857143,0.054563656449318,0.043847978115082,0.035312660038471,0.001976787578315,0.007637635339051,0.078172765672207,0.043578460812569,0.011006826534867,0.039086382836103,0.050183393061161,0.087045110762119,0.008738895878196,0.011703552678227,0.002583325374871,-0.010308526456356,0.00334703642875,0.156836584210396,0.0,-0.004244193434715,0.003571719396859,0.004492603242397,3,268378.353412365,-2894.92352585808
0.444444444444444,0.333333333333333,0.444444444444444,0.444444444444444,0.803027817805048,-0.29067525267601,0.855907946403638,336.356178608515,3603.89252336449,3,31.2,1.06562486078058,97.4814814814815,34216.0714285714,0.045898053795099,0.018524060025811,0.042881108820438,0.000637777498923,-0.002135282382369,0.09966392070055,-0.008649034425616,0.002615589415655,0.022945515811443,0.045790586620569,0.061491139233112,0.000480307266116,0.014740380458534,0.007423923816532,0.088549762964249,0.013966627418995,0.042888127267361,0.0,0.065661698579788,0.000680763914715,0.001361527829431,2,270374.938120389,-2894.8278991823
0.444444444444444,0.333333333333333,0.444444444444444,0.444444444444444,0.806802289989966,-0.29067525267601,0.864988884740283,338.359900373599,3611.91805728518,3,17.25,1.07258490452895,85.1159420289855,84782.4324324324,0.05293632298708,0.042540229856968,0.034259475767612,0.001917830551974,0.007409846410155,0.075841292738914,0.042278751730919,0.010678552091122,0.037920646369457,0.048686698079109,0.084449023008347,0.008478261530399,0.011354498565197,0.002506278920919,-0.010001081973314,0.003247212618589,0.152158990502357,0.0,-0.004117611795664,0.003465194022283,0.004358613397926,2,272371.456876524,-2894.73227673718
0.444444444444444,0.333333333333333,0.444444444444444,0.333333333333333,0.823751390996462,-0.29067525267601,0.871791738730511,339.307894736842,3625.70263157895,3,0.0,1.06633043289185,100.0,9900.0,0.023283675312996,0.013637055642903,0.020737029612064,-0.000864024274051,0.004229266196489,0.02351688221097,0.030116260051727,0.003410669509321,0.012972058728337,0.025995165109634,0.030963413417339,0.000767547637224,0.004678370431066,0.00398481125012,0.039166249334812,0.0,0.019929679110646,0.0,0.045168541371822,0.004109849687666,0.002671683439985,1,274367.909683684,-2894.63665851272
0.444444444444444,0.333333333333333,0.444444444444444,0.444444444444444,0.835744534451138,-0.29067525267601,0.875956229078069,331.80959634425,3634.41685707032,3,21.7714285714286,1.07401258719034,91.2641509433962,52637.4301675978,0.018572062253952,0.029441481456161,0.023945529013872,0.001728249015287,-0.02285347878933,0.013283580541611,0.019992949441075,-0.008230145089328,0.026905946433544,0.028832852840424,0.044363364577293,-0.021361405029893,0.000344880856574,0.006549356505275,0.066816821694374,-0.00162469537463,0.095453724265099,0.0,-0.030030224472284,-0.001983181107789,0.002753814682364,3,276364.296544777,-2894.54104449946
0.666666666666667,0.444444444444444,0.555555555555556,0.444444444444444,0.841653949433239,-0.29067525267601,0.877224504862525,329.885455915599,3648.10952022105,3,26.2159090909091,1.13780736602886,90.534,262340.499040307,0.04181644320488,0.026244282722473,0.019190087914467,0.008294770494103,0.001359967514873,0.037113651633263,0.043295793235302,0.023900670930743,0.012058045715094,0.042800083756447,0.043638378381729,-0.017152734100819,0.022737950086594,0.007627762854099,0.075483448803425,-0.00162469537463,0.094756588339806,0.0,0.017830122262239,0.007106095552444,0.007396776229143,4,278360.617462702,-2894.44543468678
0.666666666666667,0.444444444444444,0.555555555555556,0.555555555555556,0.842642764752709,-0.29067525267601,0.875536701352021,329.26593305823,3666.33906464924,3,32.0,1.07465516886062,91.8915662650602,32064.4970414201,0.04181644320488,0.026244282722473,0.019190087914467,0.008294770494103,0.001359967514873,0.037113651633263,0.043295793235302,0.023900670930743,0.012058045715094,0.042800083756447,0.043638378381729,-0.017152734100819,0.022737950086594,0.007627762854099,0.075483448803425,-0.00162469537463,0.094756588339806,0.0,0.017830122262239,0.007106095552444,0.007396776229143,4,280356.872440355,-2894.34982906517
0.666666666666667,0.444444444444444,0.555555555555556,0.555555555555556,0.853909203678327,-0.29067525267601,0.87428764156333,326.481175390266,3685.07529843893,3,18.4,1.07472538313217,96.2095808383233,47694.674556213,0.011254273355007,0.005515217781067,0.000905737280846,-0.004673963878304,-0.006010335870087,0.022779829800129,-0.006081487983465,0.004350062459707,0.003066316246986,0.01021808385849,0.006644792854786,-0.02289323322475,0.006863448768854,0.000700427219272,-0.007689133286476,-0.00162469537463,0.114580303430557,0.0,0.016040164977312,0.012261558324099,0.004562043584883,4,282353.061480623,-2894.25422762453
0.666666666666667,0.444444444444444,0.555555555555556,0.444444444444444,0.868620982216102,-0.285543605685234,0.880236497363756,326.135685210312,3705.14111261872,3,26.5329341317365,1.07473118031751,76.5405405405405,53332.2580645161,0.011254273355007,0.005515217781067,0.000905737280846,-0.004673963878304,-0.006010335870087,0.022779829800129,-0.006081487983465,0.004350062459707,0.003066316246986,0.01021808385849,0.006644792854786,-0.02289323322475,0.006863448768854,0.000700427219272,-0.007689133286476,-0.00162469537463,0.114580303430557,0.0,0.016040164977312,0.012261558324099,0.004562043584883,4,284349.184586385,-2894.15863035509
0.777777777777778,0.444444444444444,0.555555555555556,0.555555555555556,0.876088088945102,-0.288109429180622,0.889593567290877,320.746326905418,3706.79017447199,2,45.5657894736842,1.07041404797481,62.7349397590361,40767.032967033,0.01491904258728,0.019542682915926,0.031390763819218,0.021918719634414,-0.025916241109371,0.033395260572433,0.01412320882082,-0.005348378792405,0.041532497853041,0.046979494392872,0.018872976303101,-0.023654878139496,0.003043437376618,-0.000626118853688,0.107047840952873,-0.059171598404646,0.081542119383812,0.0,0.071203157305717,0.002048071473837,-0.001408192329109,4,286345.241760515,-2894.06303724699
0.666666666666667,0.444444444444444,0.555555555555556,0.444444444444444,0.876620182801069,-0.308705367147923,0.896524147166048,326.182875264271,3673.67300916138,2,72.5185185185185,1.03852822895973,45.7625,138991.935483871,0.01491904258728,0.019542682915926,0.031390763819218,0.021918719634414,-0.025916241109371,0.033395260572433,0.01412320882082,-0.005348378792405,0.041532497853041,0.046979494392872,0.018872976303101,-0.023654878139496,0.003043437376618,-0.000626118853688,0.107047840952873,-0.059171598404646,0.081542119383812,0.0,0.071203157305717,0.002048071473837,-0.001408192329109,4,288341.233005879,-2893.96744828978
0.444444444444444,0.444444444444444,0.444444444444444,0.333333333333333,0.967663591332767,-0.29067525267601,0.682975078882323,1664.46625083538,4658.63844954333,2,25.0,1.03037240872016,75.0,18553.8461538462,0.009363232180476,0.007880419492722,0.005652358755469,0.006400167476386,0.001639544847421,0.00651464657858,0.008043553680182,0.001035664463416,0.004895587451756,0.009067693725228,0.01397736556828,0.001029262668453,0.003569506574422,0.001338885049336,0.00014904953423,-0.000150329913595,0.023195391520858,0.0,0.002947700675577,0.0031287597958,0.001042066374794,1,214445.754408877,-4895.90663221561
0.444444444444444,0.444444444444444,0.444444444444444,0.333333333333333,0.951000528219403,-0.29067525267601,0.6983166026207,1629.55517865219,5292.70036182723,2,31.25,1.03638696670532,20.0,22500.0,0.009651071392,0.008122674189508,0.005826120264828,0.006596917286515,0.001689946744591,0.006714915856719,0.00829082261771,0.00106750219129,0.005046084523201,0.009346447885036,0.014407050795853,0.001060903654434,0.003679238259792,0.001380044268444,0.000153631524881,-0.000154951267177,0.023908449336886,0.0,0.003038317430764,0.003224942134693,0.001074100960977,1,216444.120938629,-4895.74485282056
0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.922925605173407,-0.29067525267601,0.71314962854573,1432.11193457705,5522.23894709941,2,70.3333333333333,1.09353387355804,81.125,25200.0,0.009651071392,0.008122674189508,0.005826120264828,0.006596917286515,0.001689946744591,0.006714915856719,0.00829082261771,0.00106750219129,0.005046084523201,0.009346447885036,0.014407050795853,0.001060903654434,0.003679238259792,0.001380044268444,0.000153631524881,-0.000154951267177,0.023908449336886,0.0,0.003038317430764,0.003224942134693,0.001074100960977,1,218442.421435217,-4895.58308102936
0.555555555555556,0.555555555555556,0.444444444444444,0.444444444444444,0.909371900921878,-0.29067525267601,0.727392690977171,1162.16480953615,5475.97071780254,2,27.5,1.06541935602824,93.9375,19881.8181818182,0.009651071392,0.008122674189508,0.005826120264828,0.006596917286515,0.001689946744591,0.006714915856719,0.00829082261771,0.00106750219129,0.005046084523201,0.009346447885036,0.014407050795853,0.001060903654434,0.003679238259792,0.001380044268444,0.000153631524881,-0.000154951267177,0.023908449336886,0.0,0.003038317430764,0.003224942134693,0.001074100960977,2,220440.655901739,-4895.42131682484
0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.933880045361282,-0.29067525267601,0.740950362218791,1098.87800919665,5215.53854476603,2,54.85,1.08359188067762,69.8055555555556,35100.0,0.003743063192815,0.00275171501562,0.000955815776251,0.000432985252701,0.001159364939667,0.003392817219719,0.002172032603994,0.001320275128819,0.002855773782358,0.003317184746265,0.004133409820497,0.000998454866931,0.000558363099117,0.000440091709606,0.000132484274218,-0.000307607435388,0.007772414945066,0.0,0.001206571469083,0.000880183419213,0.000440091709606,2,222438.824341291,-4895.25956019035
0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.952565202212354,-0.29067525267601,0.753711762000349,1180.12942748942,5016.78837157496,2,40.7972972972973,1.07409660584104,78.4158415841584,33029.203539823,0.003743063192815,0.00275171501562,0.000955815776251,0.000432985252701,0.001159364939667,0.003392817219719,0.002172032603994,0.001320275128819,0.002855773782358,0.003317184746265,0.004133409820497,0.000998454866931,0.000558363099117,0.000440091709606,0.000132484274218,-0.000307607435388,0.007772414945066,0.0,0.001206571469083,0.000880183419213,0.000440091709606,3,224436.926756959,-4895.09781110863
0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.955251410447157,-0.278891395777464,0.765563652299222,952.941465941466,4685.45817145817,2,47.65,1.15803396701813,78.2162162162162,54900.0,0.003743063192815,0.00275171501562,0.000955815776251,0.000432985252701,0.001159364939667,0.003392817219719,0.002172032603994,0.001320275128819,0.002855773782358,0.003317184746265,0.004133409820497,0.000998454866931,0.000558363099117,0.000440091709606,0.000132484274218,-0.000307607435388,0.007772414945066,0.0,0.001206571469083,0.000880183419213,0.000440091709606,2,226434.963151821,-4894.93606956326
0.444444444444444,0.444444444444444,0.444444444444444,0.333333333333333,0.941854314517901,-0.264881175011396,0.77732675983001,1006.84584539987,4687.67119625752,2,64.780487804878,1.09293839064511,45.02,18772.7272727273,0.000979863107204,0.002981250174344,-0.004772300366312,-2.2908876417e-05,-0.000586255104281,-0.006668518297374,0.006466494873166,-0.003994507715106,0.001002772711217,0.00135993771255,-0.002171125262976,-0.001758764963597,-0.000114544527605,-0.001012147869915,0.005660527385771,-0.009420679882169,0.008137783035636,0.0,-0.003265532199293,0.000897603458725,0.025476248934865,3,228432.933528951,-4894.77433553697
